dataset,sample_idx,reference_seed,compared_seed,pearson,spearman,top_window_iou
ProximalPhalanxTW,24,42,45,0.9543619105185099,0.8785044538209095,0.0
ProximalPhalanxTW,24,42,46,0.9465967063049568,0.7630801687763713,0.0
ProximalPhalanxTW,25,42,43,0.9542381977551426,0.7112517580872011,0.0
ProximalPhalanxTW,25,42,44,0.975902213534504,0.9233005157055789,0.0
ProximalPhalanxTW,25,42,45,0.9565030644837231,0.8978902953586497,0.0
ProximalPhalanxTW,25,42,46,0.9370833761916854,0.7341537740271917,0.0
ProximalPhalanxTW,26,42,43,0.950510354357058,0.7484294421003284,0.0
ProximalPhalanxTW,26,42,44,0.9839584139752859,0.952906704172527,1.0
ProximalPhalanxTW,26,42,45,0.9488263929851901,0.88272386310361,0.6
ProximalPhalanxTW,26,42,46,0.9380184818239444,0.7424519456165026,0.23076923076923078
ProximalPhalanxTW,27,42,43,0.952700736909311,0.7714252226910455,0.0
ProximalPhalanxTW,27,42,44,0.9788697754246021,0.9344350679793719,0.7777777777777778
ProximalPhalanxTW,27,42,45,0.9496885222206509,0.879465541490858,0.7777777777777778
ProximalPhalanxTW,27,42,46,0.9425426321729855,0.7602437880918894,0.3333333333333333
ProximalPhalanxTW,28,42,43,0.9467327261535392,0.7597984060009377,0.06666666666666667
ProximalPhalanxTW,28,42,44,0.9815172067529964,0.9477027660571965,0.7777777777777778
ProximalPhalanxTW,28,42,45,0.9438177680797355,0.8691514299109236,0.7777777777777778
ProximalPhalanxTW,28,42,46,0.9293027525827555,0.7502109704641351,0.3333333333333333
